mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_90988,CC1OC2C3OC2C13C,2.68928,1.85938,1.34446,1.6593,73.99,-0.2355,0.0734,0.3089,992.9674,0.158694,-422.96844,-422.960703,-422.959758,-423.000175,31.062
gdb_8700,CCC(C)(CC)C=O,2.61861,1.52512,1.26439,2.471,78.1,-0.2444,-0.0215,0.2229,1120.2177,0.197078,-350.226869,-350.216509,-350.215565,-350.262009,37.154
gdb_122750,CCOCCC#CCO,7.2599,0.40268,0.39307,1.615,86.77,-0.2451,0.0352,0.2803,2767.8602,0.179127,-424.183441,-424.171866,-424.170922,-424.223234,38.493
gdb_23832,c1(nc(=O)onn1)F,4.22229,2.0445,1.37749,2.0358,44.2,-0.3096,-0.1434,0.1662,745.0863,0.035271,-490.645791,-490.639942,-490.638997,-490.676498,20.219
gdb_7284,CC(O)C(C)CC=O,3.38844,1.10713,1.00197,4.1929,72.28,-0.2448,-0.0154,0.2294,1243.7786,0.173377,-386.154725,-386.144621,-386.143677,-386.190254,35.488
gdb_117854,CCOC(=NCC#C)N,4.13484,0.77086,0.71884,1.4598,80.65,-0.2333,0.0442,0.2775,1633.3312,0.157007,-419.184212,-419.173844,-419.1729,-419.220132,37.206
gdb_118137,COCC(O)C1CC1O,1.77219,1.55648,0.96286,1.4999,74.59,-0.2273,0.0646,0.2919,1284.0317,0.180996,-461.319433,-461.309342,-461.308398,-461.35518,36.971
gdb_34216,N#CC12CC3CC1C2C3,3.68583,1.36618,1.34854,4.716,79.91,-0.2714,0.0377,0.3091,1013.0321,0.151863,-364.850243,-364.843602,-364.842658,-364.881118,27.563
gdb_18821,O=C1NC2C3CN1C23,4.41352,2.3917,1.94042,4.8033,59.8,-0.2308,0.0234,0.2542,688.999,0.109928,-378.698643,-378.69297,-378.692026,-378.728192,22.892
gdb_132024,c1c[nH]c(c(c1=O)N)F,2.36375,1.82915,1.03243,5.0866,69.83,-0.1946,-0.0141,0.1804,1044.1974,0.102188,-478.025552,-478.017957,-478.017012,-478.057339,29.4
gdb_16895,CC1CC2NC2C=C1,3.98994,1.74141,1.34984,1.5531,76.68,-0.2328,0.0154,0.2482,956.3804,0.167827,-327.915826,-327.908577,-327.907633,-327.947101,28.792
gdb_14339,CC1=NC2CCC2O1,4.56833,1.78166,1.52497,1.2155,68.48,-0.2362,0.0275,0.2638,877.6177,0.143626,-363.881134,-363.874096,-363.873151,-363.91258,26.594
gdb_62142,CN(CCC=O)CC#N,5.82945,0.58033,0.55391,1.8105,78.57,-0.2483,-0.0346,0.2137,1910.7183,0.15676,-419.207425,-419.197129,-419.196185,-419.244209,35.086
gdb_9706,CC1(CCC=C1)C#N,3.06738,1.78836,1.59727,4.0785,73.42,-0.2635,-0.0023,0.2612,899.016,0.143005,-326.760014,-326.752308,-326.751364,-326.791962,28.936
gdb_17852,C1CC2(C1)C1COC21,4.86923,1.60933,1.50375,1.6257,71.79,-0.2273,0.0785,0.3058,903.0501,0.154708,-347.741927,-347.735008,-347.734064,-347.773097,26.969
gdb_73910,CC1=C(CC2CC12)C#C,2.86823,1.37907,1.01844,1.009,92.39,-0.2089,-0.0106,0.1983,1197.5791,0.158792,-348.73758,-348.729021,-348.728077,-348.77038,33.411
gdb_97295,CN=CN1C2CC1C2=O,5.5403,0.89332,0.87975,3.0299,79.28,-0.2347,-0.0091,0.2256,1353.6757,0.134675,-417.937938,-417.929696,-417.928751,-417.971033,30.489
gdb_120741,CCOC1CC1C(C)C,2.34023,0.96683,0.79131,0.9539,90.61,-0.2341,0.0791,0.3132,1620.8036,0.226348,-389.479664,-389.468563,-389.467619,-389.516476,40.581
gdb_63753,CC1(C)CC2=CCCC12,3.01283,1.305,1.17577,0.4825,92.55,-0.2196,0.0274,0.247,1199.564,0.206301,-351.152418,-351.14366,-351.142716,-351.185134,35.316
gdb_68043,CC12CC(C)(C1)C21CO1,2.14781,1.81446,1.27773,1.6867,83.54,-0.2484,0.0945,0.3429,1101.4451,0.181071,-387.031794,-387.022927,-387.021983,-387.064597,34.716
gdb_56670,CC(C#N)C1(C)CCC1,2.52983,1.2219,1.05803,3.9711,85.56,-0.2969,0.0362,0.3331,1265.9905,0.19351,-367.229861,-367.220059,-367.219115,-367.264283,36.869
gdb_38353,C1C2CC1C=CCOC2,2.20281,2.01065,1.32421,1.1835,83.12,-0.2338,0.0114,0.2452,1037.4067,0.185602,-387.06975,-387.0622,-387.061256,-387.10139,30.932
gdb_125638,Cc1cc([nH]n1)OC=O,5.37244,0.86028,0.75968,1.6363,70.35,-0.2472,-0.021,0.2262,1427.6949,0.112426,-453.986817,-453.978381,-453.977437,-454.020742,29.624
gdb_98495,CNC(=O)C1(CN1)C#C,2.32064,1.43826,0.95796,3.3289,77.44,-0.251,0.0102,0.2612,1226.4,0.134818,-417.9808,-417.971311,-417.970367,-418.015521,34.12
gdb_125670,CC1=NNC=C1C1CO1,3.00935,1.29038,0.96353,1.1055,75.14,-0.231,0.0218,0.2528,1203.7033,0.136999,-418.010177,-418.001903,-418.000959,-418.04378,30.149
gdb_38851,C1OC2CC3NC3C1O2,2.94627,1.90005,1.58279,2.4456,69.75,-0.2452,0.0697,0.3149,894.9307,0.151711,-439.06933,-439.062849,-439.061904,-439.099983,26.809
gdb_56866,CC(C#N)C1CC(=O)C1,3.37249,0.95569,0.77492,3.3352,76.87,-0.2547,-0.0325,0.2222,1417.969,0.14592,-401.977288,-401.968125,-401.967181,-402.011989,33.234
gdb_90294,CC1CC2C(O)CC2=C1,3.064,1.24697,1.12504,1.1767,85.52,-0.2309,0.0154,0.2463,1198.1271,0.183146,-387.075066,-387.066635,-387.06569,-387.107936,33.554
gdb_64757,OC1(CC#N)COC1=N,2.80374,1.29074,1.1122,4.2059,66.2,-0.2828,-0.0032,0.2795,1101.0046,0.111566,-453.947382,-453.938718,-453.937774,-453.981217,30.96
gdb_115208,CCC1CNC(=O)CN1,3.96864,0.95399,0.80842,3.8267,79.57,-0.2147,0.0329,0.2475,1443.7499,0.184782,-420.448349,-420.439193,-420.438249,-420.482505,34.304
gdb_51141,N=C1OC2CC12NC=O,3.40864,1.31395,1.0535,0.9932,68.04,-0.2496,0.0,0.2496,1095.1043,0.112429,-453.931199,-453.923291,-453.922347,-453.964335,29.156
gdb_13700,CCC#CC1CC1C,4.97296,0.85306,0.77595,0.1559,86.38,-0.2241,0.0539,0.2781,1548.1709,0.175821,-311.842462,-311.832947,-311.832002,-311.877843,33.913
gdb_93310,OC1COC(=O)C11CO1,2.31763,1.88987,1.15344,4.9373,61.4,-0.2626,-0.012,0.2506,1009.6695,0.111999,-494.906754,-494.898721,-494.897777,-494.939672,29.163
gdb_62473,CC1(C(=O)NC12CC2)C,2.38175,1.48705,1.26007,3.5219,80.01,-0.2381,0.0398,0.2778,1116.1668,0.168952,-403.164192,-403.15469,-403.153746,-403.198026,35.892
gdb_81855,CC1C2OC2(C)C=C1C,2.73284,1.43636,1.0611,1.8952,84.53,-0.2306,0.0109,0.2415,1215.7776,0.180965,-387.099965,-387.090726,-387.089782,-387.133274,35.538
gdb_51201,O=CCC12CC3C1CC23,3.74513,1.12033,1.0122,2.7171,80.72,-0.2478,-0.0216,0.2262,1212.3116,0.158717,-385.824371,-385.816505,-385.815561,-385.85764,30.085
gdb_49484,O=CC1C2CC(C=O)C12,2.49018,1.6606,1.2391,5.1461,73.62,-0.234,-0.0363,0.1977,1027.362,0.134539,-421.807553,-421.799342,-421.798398,-421.840688,30.09
gdb_86583,CC1OC(C1[NH3+])C([O-])=O,2.87074,1.20832,0.91508,6.3935,68.49,-0.252,0.0144,0.2664,1263.2572,0.146862,-476.229913,-476.220673,-476.219729,-476.264474,33.638
gdb_113483,OCC1OC11CC2NC12,4.50687,0.94025,0.93209,2.7993,72.42,-0.2393,0.0653,0.3045,1304.7898,0.147184,-439.003744,-438.995489,-438.994544,-439.037024,31.39
gdb_125474,Cc1nc2conc2o1,5.43361,1.32699,1.07364,2.8693,67.0,-0.2504,-0.0419,0.2085,1037.1713,0.090708,-452.74266,-452.736064,-452.73512,-452.77378,24.878
gdb_48503,O=CC12C3C4NC1C4N23,3.67152,1.5951,1.38307,3.6189,69.11,-0.2395,-0.0327,0.2068,918.721,0.113897,-416.706117,-416.699725,-416.69878,-416.737106,25.222
gdb_127932,CN=c1[nH]nc(n1C)O,3.33607,1.29458,0.94473,1.7605,73.52,-0.1886,0.0483,0.2369,1211.8149,0.136083,-451.335803,-451.326405,-451.325461,-451.370552,33.001
gdb_17821,CC1OC1C1CCC1,4.45159,1.2145,1.07349,1.7937,75.79,-0.2552,0.0841,0.3393,1170.8759,0.176867,-348.978295,-348.969967,-348.969023,-349.011681,30.818
gdb_77905,CC1C2C(O)C2(O)C1O,2.19623,1.52007,1.43212,3.8389,71.05,-0.2331,0.0553,0.2884,1053.5827,0.157928,-460.121558,-460.112533,-460.111589,-460.154351,35.353
gdb_20837,CCc1ncn(n1)C,5.73611,1.29272,1.14041,2.7245,71.11,-0.2484,0.0152,0.2636,1088.2595,0.143659,-360.082329,-360.074203,-360.073259,-360.115739,28.35
gdb_33427,C#CC(OC1CC1)C#N,2.75587,1.13845,0.85086,3.089,75.77,-0.2737,-0.0129,0.2608,1324.195,0.121414,-400.682886,-400.673726,-400.672782,-400.71779,32.803
gdb_73186,OC12CCC1OC2C#C,2.45785,1.4625,1.34137,2.4569,73.92,-0.2408,0.0152,0.256,1046.9528,0.133799,-421.750848,-421.742326,-421.741382,-421.784062,32.342
gdb_90709,CC1(C)CC2C(O)CC12,3.04216,1.18134,1.13761,1.3197,85.25,-0.2476,0.0739,0.3215,1235.3638,0.205102,-388.26971,-388.260429,-388.259485,-388.303178,36.855
gdb_71803,CC12CC3C1C2C1CN31,3.8452,1.5412,1.35733,1.5821,81.98,-0.2229,0.0935,0.3164,1011.3438,0.17329,-365.967175,-365.960129,-365.959185,-365.998057,29.762
gdb_41523,C1CC=C2CCC=C2C1,3.26174,1.41944,1.03909,0.1563,94.31,-0.1979,-0.0018,0.1961,1193.4596,0.186196,-350.003775,-349.996113,-349.995169,-350.035978,30.832
gdb_29127,Cc1cc(c(=O)[nH]c1)C,2.99496,1.34461,0.93869,3.8176,84.92,-0.2048,-0.0284,0.1764,1241.7316,0.14867,-402.038918,-402.030301,-402.029357,-402.072054,32.286
gdb_84939,CN1C=NCCNC1=O,2.63154,1.62154,1.05845,1.6458,75.76,-0.236,0.0016,0.2376,1121.9628,0.150398,-435.3111,-435.302603,-435.301659,-435.344738,31.098
gdb_57156,CC(=O)C(O)C(=O)C#C,2.27967,1.35179,0.99523,4.9283,69.87,-0.2639,-0.0781,0.1858,1183.1835,0.107532,-457.750764,-457.740866,-457.739922,-457.786849,34.12
gdb_65037,CC1(CO1)C1(O)CCC1,2.57094,1.39944,1.24002,1.5055,77.55,-0.2573,0.0621,0.3194,1138.4114,0.180281,-424.196799,-424.187292,-424.186348,-424.230878,36.179
gdb_99448,OCC(C#N)C#CC#N,3.4326,0.72286,0.61406,3.28,77.32,-0.3015,-0.0661,0.2354,1665.5124,0.088269,-415.592514,-415.583398,-415.582454,-415.627426,31.008
gdb_1218,C(C#N)OC(=O)N,6.60328,1.4864,1.41258,4.0484,47.92,-0.2932,0.0042,0.2974,825.4474,0.078117,-376.622353,-376.615107,-376.614163,-376.655056,24.187
gdb_103622,CC1C(O)CC1(C)CO,2.55049,1.15673,0.9684,1.572,81.04,-0.2514,0.0646,0.316,1329.1285,0.203672,-425.413546,-425.403055,-425.40211,-425.448246,39.796
gdb_94400,CC1CCC11NCC1=O,2.53057,1.44163,1.20143,2.4634,79.63,-0.2358,-0.0224,0.2134,1135.6062,0.170531,-403.137021,-403.128171,-403.127227,-403.170674,33.36
gdb_115790,CC12CC1C(CO)OC2,3.94325,1.058,0.94643,2.8136,78.47,-0.246,0.0861,0.3321,1307.4924,0.182955,-424.221977,-424.21311,-424.212166,-424.255281,34.209
gdb_100101,CCC(C)(C)CC(C)O,2.91435,0.83809,0.78452,1.3555,92.38,-0.2571,0.0663,0.3234,1673.7462,0.248868,-390.705136,-390.693143,-390.692198,-390.742203,44.995
gdb_123217,C(CO)COCCC#N,11.86505,0.40424,0.39575,4.2476,78.11,-0.2702,0.033,0.3032,2607.9139,0.168751,-440.285106,-440.274182,-440.273238,-440.323029,36.419
gdb_88362,CC(C)(C#C)C1CC1O,2.09424,1.50613,1.15801,1.4255,83.94,-0.2536,0.0501,0.3037,1182.1415,0.179712,-387.039652,-387.029689,-387.028745,-387.073598,38.797
gdb_130254,c1c(c(=O)onc1N)O,3.29419,1.42865,0.99765,4.5154,65.6,-0.2402,-0.0652,0.175,1080.3776,0.090026,-489.901101,-489.893754,-489.89281,-489.932794,28.213
gdb_48094,N=C(C=O)N1CC(=O)C1,3.33971,1.12332,0.85206,1.2932,70.41,-0.2485,-0.0705,0.178,1256.0774,0.110831,-453.947022,-453.938501,-453.937556,-453.981225,29.863
gdb_25299,c1coc(n1)C(=O)C=O,4.60902,1.10061,0.88845,5.3272,66.43,-0.2556,-0.1129,0.1426,1180.9254,0.077004,-472.657229,-472.64976,-472.648816,-472.690344,25.575
gdb_130286,C1C=Cc2c1onc2N,3.41676,1.58518,1.09157,3.1325,73.71,-0.2136,-0.0151,0.1985,1040.93,0.115008,-416.803966,-416.797014,-416.79607,-416.835072,27.664
gdb_58813,CC(O)C12CN1C(C)C2,3.38493,1.14521,1.00332,1.6088,81.76,-0.2329,0.0776,0.3105,1291.6169,0.193461,-404.31064,-404.301194,-404.30025,-404.344603,36.528
gdb_127861,CN=C1C=NNC=C1C,2.44517,1.57796,0.97053,3.1401,87.94,-0.1959,-0.0291,0.1668,1203.2249,0.148712,-398.139922,-398.131235,-398.13029,-398.173143,32.29
gdb_52456,C(CCOC=O)CC=O,8.11971,0.41024,0.40523,2.4097,75.64,-0.259,-0.0305,0.2286,2525.4337,0.156057,-460.194754,-460.184268,-460.183324,-460.233084,34.43
gdb_51433,O=COC1C2CC1OC2,4.70984,0.94929,0.93429,2.8898,69.91,-0.2508,0.0006,0.2514,1268.6879,0.136431,-458.951857,-458.944241,-458.943297,-458.985364,28.297
gdb_28778,Cc1ncc2n1C=CC2,3.2836,1.6708,1.12276,3.4751,82.07,-0.2067,-0.0115,0.1952,1055.9849,0.138561,-380.924861,-380.917505,-380.916561,-380.956682,28.347
gdb_2761,OC1CCC1C#N,3.7004,2.64369,1.85821,3.5437,57.27,-0.2787,0.0209,0.2996,695.493,0.114188,-324.57985,-324.573162,-324.572218,-324.610462,24.543
gdb_6460,CC1(CO)CC(=O)N1,3.86854,1.38015,1.26478,2.3286,64.91,-0.252,0.0242,0.2762,1004.361,0.141103,-401.022194,-401.013812,-401.012868,-401.054926,31.186
gdb_120282,OCCC1C2OC2C1O,3.26364,0.99375,0.88416,2.0004,70.48,-0.2521,0.0662,0.3183,1341.0502,0.158321,-460.109992,-460.101014,-460.10007,-460.144193,33.363
gdb_49854,O=CC1CC(=O)C2CN12,3.14155,1.3444,1.08285,2.0225,68.88,-0.2536,-0.0432,0.2104,1087.2236,0.123857,-437.888183,-437.880449,-437.879505,-437.921098,28.712
gdb_38694,C1C2CC3OC(C2)OC13,2.52972,2.1656,2.06595,1.9282,71.91,-0.2486,0.0818,0.3304,831.9373,0.164925,-423.060364,-423.054613,-423.053669,-423.090067,25.771
gdb_86510,CN1CC(C1)C#CC=O,5.37894,0.59448,0.58258,3.4294,87.34,-0.2291,-0.0604,0.1688,1904.5982,0.145875,-401.898181,-401.888624,-401.88768,-401.934955,32.835
gdb_37608,C1N2C3C4=CCOC13C24,2.83235,1.45317,1.05262,1.8869,82.52,-0.2148,-0.0385,0.1763,1122.9538,0.123439,-400.707827,-400.700027,-400.699083,-400.740479,29.388
gdb_46514,O=C1CCC2(CO2)CN1,4.02116,1.13826,0.98403,2.9919,71.91,-0.2419,0.028,0.2699,1191.6261,0.149163,-439.109708,-439.101751,-439.100807,-439.142918,30.47
gdb_44171,N=C1OC2C(CC12)C#C,5.42282,1.02552,0.94026,2.0365,76.88,-0.2611,0.0175,0.2786,1218.0297,0.124112,-400.69566,-400.687891,-400.686947,-400.728265,29.698
gdb_117835,CCC(CC)(COC)O,2.32151,1.01787,0.85915,2.0501,85.78,-0.2526,0.073,0.3256,1534.9069,0.225883,-426.626209,-426.614501,-426.613557,-426.663029,42.515
gdb_60748,CC(C=O)C(=O)CC#C,2.00925,1.23698,1.07834,2.7448,74.68,-0.2516,-0.0401,0.2116,1239.5552,0.130922,-421.819633,-421.809424,-421.80848,-421.856313,35.26
gdb_14774,CCOCCNC=O,6.12373,0.75917,0.71063,4.0731,71.13,-0.2477,0.0353,0.283,1593.734,0.16423,-402.222052,-402.212415,-402.211471,-402.258204,32.573
gdb_68489,OC12CC(C1)COCC2,2.68102,1.62256,1.25977,0.336,77.55,-0.2457,0.0785,0.3242,1060.3854,0.184787,-424.219915,-424.212151,-424.211207,-424.251448,32.332
gdb_8346,N=COC12CC(C1)C2,5.52892,1.2915,1.26267,3.4805,71.32,-0.2593,0.0209,0.2802,1010.4874,0.14296,-363.81051,-363.803308,-363.802363,-363.843,26.974
gdb_34735,N#CC1C2C3CC=C1C23,3.39402,1.54258,1.33618,3.9872,78.94,-0.2317,-0.0563,0.1754,966.0248,0.125479,-363.522779,-363.515998,-363.515053,-363.553905,27.193
gdb_6053,CCC(C)(O)C(C)C,2.86929,1.41949,1.23554,1.3356,80.98,-0.2584,0.0667,0.3251,1162.9722,0.22038,-351.420741,-351.410008,-351.409064,-351.455426,40.298
gdb_18158,CC1C2CC(CO)C12,3.46939,1.46698,1.28331,1.2194,74.81,-0.2474,0.0772,0.3246,1040.0882,0.177226,-348.966325,-348.957958,-348.957014,-348.999028,31.69
gdb_59071,CC(C)N1C(C)C1C#N,2.05949,1.43644,1.06102,3.1124,83.9,-0.2451,0.0162,0.2613,1246.5362,0.18053,-383.266268,-383.256047,-383.255103,-383.301178,37.361
gdb_107084,COC12CC1C(C2)C#C,3.75241,1.00619,0.91825,1.4744,82.92,-0.2449,0.0504,0.2953,1333.2966,0.157185,-385.812573,-385.803523,-385.802579,-385.846481,34.14
gdb_20462,C1c2c(n[nH]n2)CN1,4.92431,2.07197,1.49955,0.9067,62.15,-0.2356,-0.0084,0.2272,785.565,0.112324,-374.889521,-374.883524,-374.88258,-374.919738,22.689
gdb_92278,CC1CC2CC=CC2C1,3.40572,1.212,1.03033,0.2548,90.14,-0.233,0.0328,0.2658,1264.2834,0.208764,-351.193458,-351.185259,-351.184315,-351.226331,32.952
gdb_116820,COC=NCCOC=O,3.18876,0.67957,0.58091,7.1046,75.55,-0.2597,0.0033,0.263,1869.6332,0.144689,-476.230594,-476.220266,-476.219321,-476.268223,33.938
gdb_16384,CC1C2CC(O2)C1=O,3.01258,2.41995,1.73781,2.8487,63.9,-0.2307,-0.0194,0.2113,793.3567,0.131196,-383.733631,-383.726872,-383.725928,-383.76441,26.138
gdb_44557,O=C1NC2C3OC3C2O1,3.63477,1.58262,1.50883,5.8127,60.12,-0.2615,0.0514,0.3129,878.2914,0.102731,-473.823126,-473.816781,-473.815837,-473.85396,24.988
gdb_126814,CCN1N=CC=CC1=N,2.81797,1.53023,1.07477,2.2254,84.46,-0.2041,-0.0521,0.1521,1134.4693,0.149894,-398.147883,-398.139818,-398.138874,-398.180676,30.793
gdb_84838,CC12CN1CC=CC2O,2.22823,1.8672,1.23814,1.4466,80.01,-0.2253,0.0089,0.2343,1069.1378,0.171388,-403.131476,-403.123017,-403.122073,-403.163953,33.535
gdb_108985,CC12CC(C1)C=C2CO,2.68678,1.37829,1.07168,1.634,84.14,-0.2093,0.027,0.2363,1200.0885,0.182387,-387.05748,-387.048687,-387.047743,-387.090738,34.236
gdb_73792,CC1=C(CCNC1=O)N,2.13895,1.78659,1.00794,5.1699,81.44,-0.205,-0.0024,0.2026,1170.4157,0.161234,-419.272058,-419.263158,-419.262213,-419.305274,34.021
gdb_116467,COC1OCCCC1C,2.50918,1.34929,1.03218,1.4642,82.19,-0.2469,0.0847,0.3316,1271.1806,0.206367,-425.43906,-425.429609,-425.428665,-425.473011,35.785
gdb_99130,CCC(=O)CC1CN1C,3.85857,0.81517,0.74398,3.3758,83.52,-0.2208,-0.0122,0.2086,1629.9899,0.191368,-404.339191,-404.328662,-404.327718,-404.37598,37.501
gdb_10877,CC12NC(C1O)C2O,2.77499,2.0107,1.7105,3.0238,64.79,-0.2463,0.0669,0.3132,853.4265,0.141969,-400.930583,-400.922917,-400.921973,-400.961996,29.819
gdb_3093,CC1C(C=O)N1C,3.324,2.54241,2.20163,1.5462,62.96,-0.2295,-0.0343,0.1952,706.9569,0.135102,-325.754527,-325.74683,-325.745886,-325.785862,27.546
gdb_71597,CC12CC3N1CCC23O,2.07459,2.02096,1.70869,1.8396,78.36,-0.2253,0.0694,0.2947,960.0613,0.17151,-403.100762,-403.092733,-403.091789,-403.132601,32.413
gdb_102307,CCC(OC(C)C)C#N,1.75798,1.19819,0.85526,3.4478,83.57,-0.2787,0.0222,0.3008,1491.6902,0.191083,-404.370187,-404.359077,-404.358133,-404.407204,39.319
gdb_79103,CC1C2C3OC(=O)C1C23,2.48619,2.01846,1.52418,4.3042,70.22,-0.2611,0.0079,0.2689,915.6685,0.137528,-421.837461,-421.830475,-421.829531,-421.868721,27.918
gdb_9349,CCCOC(=O)CC,7.41522,0.77649,0.71846,1.885,72.95,-0.2646,0.0217,0.2862,1632.1555,0.174663,-386.192464,-386.18235,-386.181406,-386.229117,34.197
gdb_84979,CC1OC(=N)C(=C1)C#N,3.02192,1.28159,0.95159,6.1548,77.32,-0.2682,-0.0736,0.1946,1191.7836,0.113184,-416.851061,-416.843053,-416.842109,-416.88384,29.453
gdb_3207,CC1N2CC2C1=O,3.58909,3.24991,2.02581,2.0706,57.86,-0.242,-0.0232,0.2189,655.1656,0.1133,-324.547957,-324.54159,-324.540646,-324.578035,23.622
gdb_34226,C#CC12CC3CC1OC23,3.36343,1.57351,1.35771,1.6278,78.51,-0.2426,0.0352,0.2778,974.4921,0.137039,-384.614472,-384.607636,-384.606692,-384.645452,28.455
gdb_110805,CCC1C2NC(C#N)C12,2.38364,1.34354,1.04233,4.7371,79.5,-0.2361,0.0146,0.2507,1217.7085,0.159988,-382.0339,-382.02522,-382.024276,-382.067643,32.505
gdb_63217,CC1(O)C=CCC11CO1,2.12384,1.93541,1.40187,2.246,75.53,-0.251,0.0143,0.2653,1010.7435,0.158223,-423.019893,-423.0115,-423.010556,-423.052271,33.325
gdb_50668,O=CC1OCCC11CC1,2.42429,1.58191,1.2303,3.2145,75.4,-0.236,-0.0233,0.2126,1080.8649,0.158971,-423.020511,-423.012036,-423.011092,-423.054231,31.389
gdb_94563,CC1CCC1C1CCC1,2.80656,1.13176,0.88734,0.1019,92.75,-0.2696,0.0811,0.3507,1424.7098,0.23009,-352.340455,-352.331084,-352.33014,-352.374757,36.266
gdb_115803,CCC1OCC2(O)CC12,3.93127,1.05251,0.94232,1.3027,78.66,-0.2497,0.073,0.3226,1320.5471,0.182181,-424.220855,-424.211859,-424.210915,-424.254274,34.733
gdb_40098,C1NC11CC2CCOC12,3.11015,1.49656,1.26434,1.3934,77.87,-0.2354,0.0698,0.3052,1059.0154,0.173696,-403.116141,-403.108676,-403.107731,-403.148126,29.991
gdb_5431,Cc1c(cc[nH]1)C#C,3.49872,1.89701,1.23958,2.8531,77.55,-0.1974,0.0193,0.2167,938.861,0.11898,-325.543923,-325.536181,-325.535237,-325.575797,29.03
gdb_65087,OC1(CC1)C12CC(C1)O2,3.10589,1.41111,1.26347,1.1229,75.5,-0.2335,0.0682,0.3017,1069.5259,0.157531,-422.93521,-422.926713,-422.925769,-422.96887,32.617
gdb_122757,CCCCNC(=O)C#C,4.69458,0.57762,0.56047,3.6246,85.31,-0.2543,-0.0231,0.2312,2034.3592,0.168592,-403.150901,-403.14012,-403.139176,-403.189104,37.514
gdb_84910,OC1C=CCCC1C=O,2.59807,1.40314,1.02661,3.2323,76.88,-0.2468,-0.0148,0.232,1173.5567,0.159433,-423.049655,-423.041051,-423.040106,-423.082991,32.492
gdb_14702,COCC#CCOC,10.95223,0.55643,0.5514,1.1335,76.48,-0.2508,0.0337,0.2845,2046.208,0.150337,-384.876342,-384.86621,-384.865266,-384.913103,33.002
gdb_129186,N=C1NN=C(C=C1)C#C,5.71852,1.04696,0.88494,1.4225,86.59,-0.2147,-0.0655,0.1492,1226.0744,0.102225,-395.707532,-395.700032,-395.699087,-395.739517,28.861
gdb_10764,CCC(C)(O)C1CC1,3.52719,1.32571,1.26072,1.3754,77.75,-0.2564,0.0729,0.3293,1119.149,0.198245,-350.197275,-350.187589,-350.186645,-350.231282,36.575
gdb_7830,OC1CCCC(O)C1,3.01202,1.63479,1.13555,2.8397,70.82,-0.2604,0.0732,0.3336,1062.6446,0.17836,-386.159742,-386.151625,-386.150681,-386.191715,31.886
gdb_106170,CCC12C3CC1OCC23,2.63909,1.52509,1.35033,1.6468,81.18,-0.2323,0.0861,0.3183,1085.2036,0.18413,-387.069722,-387.061685,-387.06074,-387.102369,31.626
gdb_47606,O=C1NCCC2COC12,2.32621,1.90164,1.14733,5.3834,71.85,-0.2321,0.0171,0.2492,1054.2762,0.150633,-439.104019,-439.09643,-439.095485,-439.136583,28.937
gdb_24951,C1C=Cc2c1[nH]c(=O)[nH]2,5.02343,1.27359,1.02243,3.6343,74.55,-0.1748,-0.0114,0.1634,1089.4807,0.115173,-416.870458,-416.863227,-416.862283,-416.902145,27.938
gdb_18736,CC1CC2CC(=O)C12,2.90794,2.20933,1.52321,2.811,71.37,-0.236,-0.0201,0.2159,880.4691,0.153581,-347.802054,-347.794551,-347.793607,-347.834051,28.69
gdb_131076,c1cnoc1COC=O,4.40248,0.92181,0.8245,4.8105,65.74,-0.2765,-0.0376,0.2389,1324.7464,0.100689,-473.829921,-473.822048,-473.821104,-473.864315,26.982
gdb_62237,CC(OCCC=O)C#C,4.66439,0.58553,0.54052,2.6578,80.33,-0.2558,-0.028,0.2278,1980.66,0.154286,-422.987234,-422.976473,-422.975529,-423.025045,36.772
gdb_83378,CC1C2COC11COC21,2.71563,1.75392,1.55718,1.073,74.43,-0.238,0.0488,0.2868,954.8328,0.160316,-422.935714,-422.928521,-422.927577,-422.966869,29.622
gdb_45779,C1CC12CC(=O)NC=C2,2.97959,1.41029,1.07327,3.0292,79.84,-0.2096,-0.0038,0.2058,1129.5855,0.149533,-401.989028,-401.981291,-401.980347,-402.021291,30.687
gdb_99641,CCC(C#N)C1OC1C,2.27835,1.10026,0.86635,2.332,79.74,-0.2799,0.0284,0.3083,1423.6114,0.168898,-403.153731,-403.143567,-403.142623,-403.189647,35.956
gdb_59639,CC(C)C1CC(O)CO1,2.77189,1.18021,1.05347,1.7584,81.54,-0.2437,0.072,0.3157,1287.4241,0.205122,-425.438099,-425.428147,-425.427203,-425.472967,37.275
gdb_5291,CC(=O)c1cocn1,5.0064,1.59679,1.21969,2.347,60.55,-0.2522,-0.0488,0.2034,917.1143,0.095721,-398.652265,-398.645264,-398.64432,-398.68406,24.613
gdb_113082,COC1CC(CO)C1O,2.11206,1.22554,1.01467,2.1549,74.91,-0.2462,0.0717,0.3179,1302.1407,0.181052,-461.329487,-461.319434,-461.31849,-461.364706,36.602
gdb_60046,CC(C)CC1(O)CC1O,2.51514,0.96933,0.89955,1.9622,82.2,-0.2434,0.0653,0.3088,1471.0263,0.202406,-425.41097,-425.400098,-425.399154,-425.446751,40.786
gdb_86154,CC1CC(C)C(=O)C=C1,2.74312,1.28826,0.92689,3.5541,86.14,-0.2351,-0.0464,0.1886,1304.1374,0.182744,-387.142338,-387.133292,-387.132348,-387.17595,34.546
